member_casual,start_station_name,month,no_of_trips
member,Wolcott Ave & Polk St,September,1224
casual,St. Clair St & Erie St,June,1223
member,Clark St & Wellington Ave,July,1221
casual,Clark St & North Ave,July,1220
member,Kingsbury St & Erie St,May,1219
member,Canal St & Adams St,April,1218
member,Clinton St & Lake St,October,1218
member,Columbus Dr & Randolph St,August,1218
member,Larrabee St & Kingsbury St,May,1218
member,Ashland Ave & Division St,October,1217
member,Broadway & Belmont Ave,August,1216
member,Millennium Park,June,1216
casual,Rush St & Cedar St,July,1214
member,Broadway & Sheridan Rd,August,1214
member,Michigan Ave & Lake St,May,1214
casual,New St & Illinois St,September,1213
casual,Broadway & Belmont Ave,July,1212
casual,Wells St & Hubbard St,July,1212
member,Clarendon Ave & Gordon Ter,August,1212
casual,DuSable Lake Shore Dr & North Blvd,October,1211
member,Clinton St & Jackson Blvd,November,1211
casual,Wells St & Hubbard St,August,1210
member,DuSable Lake Shore Dr & Wellington Ave,September,1210
member,Halsted St & Dickens Ave,July,1208
casual,Pine Grove Ave & Waveland Ave,August,1207
member,Broadway & Belmont Ave,July,1207
member,Ravenswood Ave & Lawrence Ave,September,1207
member,Clark St & Newport St,May,1206
member,Columbus Dr & Randolph St,June,1206
member,Desplaines St & Kinzie St,October,1204
member,Sheridan Rd & Montrose Ave,July,1204
member,Streeter Dr & Grand Ave,October,1203
casual,Halsted St & Clybourn Ave,July,1202
member,Sheffield Ave & Fullerton Ave,April,1201
member,Sheridan Rd & Montrose Ave,August,1201
member,Lincoln Ave & Fullerton Ave,October,1200
member,Michigan Ave & Lake St,June,1200
member,Millennium Park,July,1199
member,Canal St & Madison St,June,1198
member,Lakefront Trail & Bryn Mawr Ave,July,1197
member,Wilton Ave & Diversey Pkwy,May,1197
casual,Pine Grove Ave & Waveland Ave,June,1195
casual,Sheffield Ave & Wellington Ave,June,1195
member,Damen Ave & Pierce Ave,May,1195
member,Wabash Ave & Grand Ave,April,1195
member,Franklin St & Monroe St,September,1193
casual,Damen Ave & Pierce Ave,August,1192
casual,Kingsbury St & Kinzie St,August,1191
casual,Lakeview Ave & Fullerton Pkwy,September,1191
casual,Mies van der Rohe Way & Chestnut St,July,1191
casual,Sheffield Ave & Waveland Ave,May,1191
member,Indiana Ave & Roosevelt Rd,October,1191
member,DuSable Lake Shore Dr & Wellington Ave,May,1189
member,Kingsbury St & Erie St,September,1189
member,Dearborn St & Monroe St,May,1188
member,Ravenswood Ave & Lawrence Ave,July,1188
member,Clinton St & Jackson Blvd,May,1187
member,Burling St & Diversey Pkwy,June,1185
member,Sedgwick St & North Ave,June,1185
member,Wood St & Milwaukee Ave,June,1185
member,Sheffield Ave & Webster Ave,August,1182
casual,State St & Randolph St,July,1181
member,Sangamon St & Lake St,September,1181
casual,Larrabee St & Webster Ave,May,1179
casual,Michigan Ave & Jackson Blvd,August,1179
member,Clark St & Wellington Ave,August,1179
member,Franklin St & Jackson Blvd,September,1179
member,May St & Taylor St,October,1179
member,Orleans St & Merchandise Mart Plaza,June,1179
casual,Halsted St & Clybourn Ave,June,1178
member,Rush St & Superior St,June,1178
casual,Larrabee St & Webster Ave,September,1177
member,Franklin St & Chicago Ave,June,1176
member,Wells St & Hubbard St,April,1176
casual,Michigan Ave & Jackson Blvd,June,1175
member,University Ave & 57th St,June,1175
member,Broadway & Belmont Ave,June,1174
member,Halsted St & Dickens Ave,June,1173
member,Southport Ave & Roscoe St,October,1173
member,State St & Randolph St,September,1173
casual,Rush St & Cedar St,June,1172
member,University Ave & 57th St,March,1171
casual,Sheffield Ave & Fullerton Ave,August,1170
member,Rush St & Cedar St,August,1170
member,University Ave & 57th St,July,1170
member,Wells St & Huron St,April,1170
member,Wells St & Evergreen Ave,September,1169
casual,Wells St & Evergreen Ave,September,1168
casual,Sheffield Ave & Wellington Ave,August,1167
member,State St & Chicago Ave,May,1166
casual,Broadway & Waveland Ave,June,1164
member,State St & Chicago Ave,November,1162
casual,Sheffield Ave & Waveland Ave,September,1161
member,Loomis St & Lexington St,April,1161
member,Michigan Ave & Washington St,October,1161
member,Clark St & Lake St,August,1160
casual,Ashland Ave & Division St,August,1158
member,Franklin St & Chicago Ave,July,1158
casual,Michigan Ave & Lake St,September,1156
casual,State St & Randolph St,June,1154
member,Damen Ave & Pierce Ave,October,1154
casual,Clark St & Wellington Ave,June,1153
casual,DuSable Lake Shore Dr & Diversey Pkwy,September,1153
member,Clark St & Winnemac Ave,August,1153
member,Lakefront Trail & Bryn Mawr Ave,June,1153
casual,Green St & Madison St,August,1151
casual,Halsted St & Roscoe St,September,1149
member,Broadway & Sheridan Rd,July,1149
member,Ellis Ave & 60th St,March,1149
member,Clark St & Lincoln Ave,October,1147
casual,Fairbanks Ct & Grand Ave,August,1146
member,Federal St & Polk St,May,1146
member,DuSable Lake Shore Dr & Belmont Ave,September,1145
member,Michigan Ave & Lake St,October,1144
casual,Sheffield Ave & Fullerton Ave,July,1143
casual,Lincoln Park Conservatory,June,1142
member,New St & Illinois St,June,1141
member,Clarendon Ave & Gordon Ter,July,1139
casual,Lakeview Ave & Fullerton Pkwy,May,1138
member,Orleans St & Merchandise Mart Plaza,July,1138
casual,Stockton Dr & Wrightwood Ave,July,1137
casual,DuSable Lake Shore Dr & Monroe St,November,1136
member,Fairbanks Ct & Grand Ave,September,1136
casual,Wabash Ave & Roosevelt Rd,August,1135
casual,Damen Ave & Pierce Ave,May,1134
casual,Wells St & Evergreen Ave,May,1134
casual,State St & Chicago Ave,July,1132
member,McClurg Ct & Ohio St,May,1132
member,Rush St & Cedar St,July,1132
casual,DuSable Lake Shore Dr & Belmont Ave,September,1131
casual,Clark St & Wrightwood Ave,May,1130
member,Wells St & Concord Ln,November,1128
casual,Wabash Ave & Wacker Pl,June,1127
member,State St & Kinzie St,August,1127
member,McClurg Ct & Erie St,August,1126
member,Sheffield Ave & Webster Ave,July,1126
member,Clark St & Randolph St,August,1125
member,Clark St & Randolph St,July,1125
member,Halsted St & Polk St,July,1125
casual,Clark St & Wellington Ave,July,1124
casual,Sheffield Ave & Webster Ave,June,1124
member,Wells St & Elm St,November,1123
member,Wilton Ave & Diversey Pkwy,September,1123
member,Kimbark Ave & 53rd St,September,1122
member,Clarendon Ave & Gordon Ter,September,1121
member,Bissell St & Armitage Ave*,July,1120
member,Clark St & Lake St,July,1119
member,Larrabee St & Kingsbury St,November,1119
member,Clark St & Randolph St,May,1117
member,Fairbanks Ct & Grand Ave,May,1117
casual,Racine Ave & Belmont Ave,June,1116
member,DuSable Lake Shore Dr & Belmont Ave,May,1115
member,Clark St & Lake St,June,1114
member,Dearborn St & Monroe St,September,1113
member,Franklin St & Lake St,June,1113
member,Clark St & Lake St,September,1112
member,Broadway & Cornelia Ave,October,1111
member,Columbus Dr & Randolph St,May,1110
casual,Clark St & Schiller St,August,1107
casual,Shedd Aquarium,April,1107
member,Lincoln Ave & Diversey Pkwy,May,1107
member,Sheffield Ave & Webster Ave,October,1105
member,Wood St & Milwaukee Ave,July,1105
casual,Sedgwick St & North Ave,June,1104
member,Sheridan Rd & Montrose Ave,September,1104
member,Wells St & Concord Ln,March,1104
casual,Broadway & Belmont Ave,August,1103
casual,Millennium Park,March,1103
member,Clark St & Randolph St,June,1103
member,Dearborn St & Monroe St,July,1102
member,Broadway & Sheridan Rd,September,1101
member,MLK Jr Dr & 29th St,September,1101
member,Halsted St & Willow St,July,1100
member,Sheffield Ave & Webster Ave,May,1100
casual,Wilton Ave & Diversey Pkwy,July,1099
casual,Sheffield Ave & Fullerton Ave,September,1098
member,Halsted St & Dickens Ave,September,1096
member,Stockton Dr & Wrightwood Ave,September,1096
casual,Halsted St & Clybourn Ave,August,1095
member,Orleans St & Merchandise Mart Plaza,October,1095
casual,Broadway & Belmont Ave,June,1094
casual,Clark St & Drummond Pl,September,1094
casual,Halsted St & Wrightwood Ave,September,1094
member,Clark St & Winnemac Ave,July,1094
casual,Southport Ave & Waveland Ave,August,1093
member,Franklin St & Jackson Blvd,July,1093
member,State St & Kinzie St,June,1093
casual,Halsted St & Dickens Ave,July,1092
member,Lincoln Ave & Fullerton Ave,May,1092
member,McClurg Ct & Erie St,June,1092
casual,Stockton Dr & Wrightwood Ave,June,1091
member,Dearborn St & Erie St,March,1090
member,Clark St & Wellington Ave,May,1089
member,Columbus Dr & Randolph St,July,1089
member,Pine Grove Ave & Irving Park Rd,June,1089
casual,Mies van der Rohe Way & Chestnut St,June,1088
member,Southport Ave & Wellington Ave,June,1088
casual,Sheffield Ave & Wellington Ave,July,1087
member,Bissell St & Armitage Ave*,September,1087
member,Millennium Park,September,1087
member,Halsted St & Roscoe St,October,1086
casual,Field Museum,August,1085
member,Franklin St & Jackson Blvd,August,1085
member,Kingsbury St & Erie St,October,1085
member,McClurg Ct & Ohio St,October,1085
casual,Sheffield Ave & Fullerton Ave,May,1084
member,McClurg Ct & Erie St,July,1084
member,Mies van der Rohe Way & Chestnut St,June,1083
member,Franklin St & Illinois St,August,1082
member,Franklin St & Jackson Blvd,May,1082
member,Sheffield Ave & Wrightwood Ave,May,1082
member,Canal St & Madison St,May,1081
member,Clark St & Winnemac Ave,September,1081
member,Kingsbury St & Kinzie St,December,1081
member,Franklin St & Jackson Blvd,June,1080
member,Sedgwick St & North Ave,August,1080
casual,Sheffield Ave & Webster Ave,July,1079
member,Lincoln Ave & Diversey Pkwy,July,1079
member,Sheffield Ave & Wrightwood Ave,August,1079
casual,Clark St & Armitage Ave,October,1078
casual,Sheridan Rd & Irving Park Rd,June,1078
member,Desplaines St & Kinzie St,April,1078
member,Halsted St & Wrightwood Ave,October,1078
casual,Theater on the Lake,October,1077
member,Milwaukee Ave & Grand Ave,June,1077
casual,State St & Chicago Ave,August,1076
casual,Columbus Dr & Randolph St,July,1075
member,Clark St & Winnemac Ave,June,1075
member,McClurg Ct & Erie St,May,1075
member,Wells St & Elm St,March,1075
casual,Dusable Harbor,October,1074
member,Broadway & Barry Ave,November,1074
member,Clinton St & Jackson Blvd,April,1074
member,Sheffield Ave & Kingsbury St,August,1074
member,Southport Ave & Waveland Ave,October,1074
member,Clark St & Wellington Ave,September,1073
member,Lincoln Ave & Diversey Pkwy,September,1073
member,Halsted St & Polk St,June,1072
casual,Dearborn Pkwy & Delaware Pl,August,1071
member,Calumet Ave & 33rd St,October,1071
casual,Field Blvd & South Water St,July,1070
casual,Halsted St & Roscoe St,May,1070
member,Franklin St & Lake St,September,1070
member,Milwaukee Ave & Grand Ave,July,1070
casual,Lincoln Ave & Fullerton Ave,September,1069
member,Franklin St & Chicago Ave,October,1069
member,Broadway & Belmont Ave,September,1067
member,Kimbark Ave & 53rd St,June,1066
casual,Clark St & Wellington Ave,August,1065
member,Bissell St & Armitage Ave,June,1065
member,Franklin St & Chicago Ave,May,1065
casual,Sheridan Rd & Irving Park Rd,July,1064
member,Ellis Ave & 55th St,April,1064
member,State St & Randolph St,May,1064
casual,Lincoln Park Conservatory,August,1063
member,Clinton St & Washington Blvd,December,1063
member,Halsted St & Willow St,June,1063
member,Mies van der Rohe Way & Chestnut St,August,1063
member,Mies van der Rohe Way & Chicago Ave,July,1063
member,Sheridan Rd & Irving Park Rd,October,1062
casual,Columbus Dr & Randolph St,June,1060
member,Ellis Ave & 55th St,August,1060
member,Racine Ave & Fullerton Ave (Temp),October,1059
casual,Wells St & Huron St,September,1058
member,Canal St & Adams St,March,1058
member,Sedgwick St & Webster Ave,June,1058
member,Sheffield Ave & Wrightwood Ave,September,1057
casual,Dearborn St & Erie St,September,1055
member,Clark St & Newport St,October,1055
member,Federal St & Polk St,September,1055
casual,Clinton St & Madison St,July,1054
member,Canal St & Madison St,July,1054
member,Franklin St & Illinois St,July,1054
member,Daley Center Plaza,June,1053
member,Fairbanks Ct & Grand Ave,October,1053
member,Larrabee St & Webster Ave,October,1053
casual,Halsted St & Dickens Ave,June,1052
member,Aberdeen St & Jackson Blvd,August,1052
member,Rush St & Superior St,August,1052
member,Sedgwick St & Huron St,September,1052
member,Sedgwick St & Webster Ave,August,1052
member,Broadway & Sheridan Rd,June,1051
member,Orleans St & Merchandise Mart Plaza,May,1051
member,Ravenswood Ave & Lawrence Ave,June,1051
member,Racine Ave & Fullerton Ave,August,1050
casual,Federal St & Polk St,July,1049
member,Peoria St & Jackson Blvd,May,1049
member,St. Clair St & Erie St,April,1049
casual,Clark St & North Ave,June,1048
member,Lincoln Ave & Diversey Pkwy,August,1048
member,Mies van der Rohe Way & Chicago Ave,June,1048
casual,Lakefront Trail & Bryn Mawr Ave,June,1047
member,Kimbark Ave & 53rd St,August,1047
member,Sedgwick St & Huron St,August,1047
member,Franklin St & Monroe St,June,1045
member,Sedgwick St & North Ave,July,1045
member,Clarendon Ave & Junior Ter,August,1044
casual,McClurg Ct & Ohio St,September,1043
member,Sedgwick St & Huron St,June,1043
casual,Clark St & Elm St,October,1042
member,DuSable Lake Shore Dr & North Blvd,October,1042
member,Milwaukee Ave & Grand Ave,August,1042
member,Clark St & Randolph St,September,1041
casual,Sheffield Ave & Wrightwood Ave,August,1040
member,Aberdeen St & Jackson Blvd,September,1040
member,Canal St & Monroe St,November,1040
member,New St & Illinois St,May,1040
member,Halsted St & Dickens Ave,May,1039
member,Sheridan Rd & Montrose Ave,June,1038
member,Wells St & Huron St,November,1038
casual,Racine Ave & Belmont Ave,July,1037
casual,Dearborn St & Erie St,May,1035
casual,Rush St & Cedar St,August,1035
member,Franklin St & Lake St,July,1035
member,Michigan Ave & Oak St,October,1035
casual,Wabash Ave & 9th St,July,1034
casual,Michigan Ave & Jackson Blvd,May,1032
member,Rush St & Superior St,July,1032
casual,Southport Ave & Waveland Ave,September,1031
member,MLK Jr Dr & 29th St,October,1031
member,Millennium Park,May,1031
member,Daley Center Plaza,May,1030
member,Franklin St & Monroe St,October,1030
member,Lakefront Trail & Bryn Mawr Ave,August,1030
member,McClurg Ct & Erie St,September,1029
member,Mies van der Rohe Way & Chestnut St,July,1029
member,Sheffield Ave & Wellington Ave,May,1029
member,Rush St & Cedar St,September,1028
member,University Ave & 57th St,February,1028
member,Broadway & Belmont Ave,May,1027
member,May St & Taylor St,June,1027
member,Sheffield Ave & Kingsbury St,July,1027
casual,Wells St & Huron St,May,1026
casual,Desplaines St & Kinzie St,July,1025
member,Mies van der Rohe Way & Chicago Ave,August,1025
member,Clarendon Ave & Junior Ter,July,1024
member,New St & Illinois St,October,1024
member,Dearborn St & Erie St,November,1023
member,Wood St & Milwaukee Ave,August,1023
member,Franklin St & Jackson Blvd,October,1022
casual,Clinton St & Madison St,August,1020
member,Burling St & Diversey Pkwy,September,1020
casual,Kedzie Ave & Milwaukee Ave,June,1019
casual,Southport Ave & Roscoe St,September,1018
member,State St & Kinzie St,July,1017
casual,Damen Ave & Cortland St,July,1016
member,Rush St & Cedar St,May,1016
member,Southport Ave & Wellington Ave,July,1016
member,State St & Kinzie St,September,1016
casual,Kingsbury St & Kinzie St,September,1014
member,Green St & Madison St,April,1014
member,Wolcott Ave & Polk St,August,1013
member,Rush St & Superior St,September,1012
member,State St & Randolph St,October,1012
member,Wells St & Hubbard St,March,1012
member,Southport Ave & Waveland Ave,May,1011
member,Southport Ave & Belmont Ave,June,1010
member,Broadway & Barry Ave,April,1009
member,Clinton St & Jackson Blvd,March,1009
member,Ellis Ave & 60th St,July,1009
member,Greenview Ave & Fullerton Ave,June,1009
member,Mies van der Rohe Way & Chicago Ave,May,1009
casual,Clark St & Grace St,June,1008
member,Clarendon Ave & Gordon Ter,June,1008
member,Sedgwick St & Webster Ave,July,1008
casual,State St & Randolph St,August,1007
member,Clarendon Ave & Junior Ter,June,1006
member,Sheridan Rd & Irving Park Rd,May,1006
member,LaSalle St & Jackson Blvd,August,1005
member,Mies van der Rohe Way & Chicago Ave,September,1005
member,Sheffield Ave & Kingsbury St,June,1005
member,Daley Center Plaza,July,1004
member,Larrabee St & Kingsbury St,April,1004
member,Sedgwick St & Webster Ave,September,1003
member,Franklin St & Lake St,May,1002
casual,Mies van der Rohe Way & Chicago Ave,July,1001
member,Halsted St & Roosevelt Rd,September,1001
member,Milwaukee Ave & Grand Ave,May,1001
member,Sedgwick St & North Ave,May,1001
member,Southport Ave & Belmont Ave,August,1001
casual,Ashland Ave & Division St,September,1000
casual,Wabash Ave & Roosevelt Rd,September,1000
casual,Clark St & Lincoln Ave,October,999
casual,Wilton Ave & Diversey Pkwy,June,999
member,Ellis Ave & 60th St,February,999
member,Burling St & Diversey Pkwy,May,998
member,Mies van der Rohe Way & Chestnut St,September,998
casual,Broadway & Cornelia Ave,September,997
